text_akhir,polarity_score,polarity
permainanya download pas dimainkan seru,3,positive
saran keluarin versi lite,-1,negative
kompresi datanya mb wkwkwk,3,positive
open world mending hapus aja bikin berat gamenya doang,-6,negative
gamenya bagus yh gacha ampas mulu anj,-4,negative
memasang mencoba bermain game semoga game menyenangkan,5,positive
game jelek burik gaenak dimainnin rusak nooobb boong game baguss beneran,-6,negative
anjink kau playstore lehermu turunan jam z menunggu download bisanya kohapus dataku pencuri kau playstore pencuri data ko orang mendownload pake kuota pencuri kau pencuri data potong lehermu playstore turunan sumpah laknat untukmu playstore lehermu potong,-24,negative
hai developer honkai impact perintah update versi,3,positive
game mantap jiwaada moemoe gtu haha,7,positive
terimakasih mendengar ost gion,5,positive
mohon diperkecil size ni game terbaik terbaiksaya berharap user hp kentang menikmati game ni mohon development,8,positive
game gimana coba dikitupdate abis kuota gwe,0,neutral
download dimainkan sampek siaang pas habis download gb,3,positive
game terpasang suini,2,positive
game mantap kendala apapun bermain game,9,positive
beh keren banget segi action ampe skinnya uhhh gilaa,-3,negative
nanya hp speck snapdragon ngelag download ragu,-4,negative
gem loadingnya diperbaiki gem jelek,-5,negative
sayang hp kompatibel genshin impack pengen banget kalok tau hp hp redmi tolong gimana download genshin impack playstore tolong kasih tau,-3,negative
kalo masuk game kadang,2,positive
dengerin bocil ep ep yg maksa pake hp hp kentang maunya selangit wkwk mending tingkatin grafik gemplay setara ps min wkwkkwk,-2,negative
jujur q player gratisan susahnya dptin karakter yg,0,neutral
yg ngeluh dc gk masuk sebaiknye lu ganti hp ea aeokawokaoawoka,-7,negative
terima kasih senang main hi lgi,5,positive
mihoyo menghilangkan akun google play tanda sesi masuk kadaluarsa tolong penjelasan akun terimakasih,4,positive
maaf gua unstall udah kuat ram gb,-5,negative
kerennn dah pokoknya alur cerita top dah,-10,negative
game bagus bangen adil pokoknya seru banget event dll tolong developer kecilkan penggunaan internal update gb tolonglah kecilkan maaf mihoyo update terusya update kalo tolong update,1,positive
story keren sihgameplay mantep,0,neutral
mohon diperbaiki pengunduhannya cepat main game,2,positive
mencoba game high spesifikasi kesabaran memiliki kuota melimpah rekomendasikan game rate gacha jelek mode quest sulit selesaikan selesai update maintance bug eror pengunduhan berulang kali sulit terhubung jaringan sekian terima kasih,1,positive
game bagus joy tampilan bagus banget puas memainkan game,5,positive
overall bagussatu satunya game hoyoverse yg stabil hp yg udah tua,1,positive
game kanyanya bagus cobain kalo bagus kasih bintang,-1,negative
seru tdk rugi lu pd download game ginian grafik yg memanjakan mata adventure yg seru banyk eventdlltapi jgn ampe ketipu nih game awalny mb berkembang biak ampe gb jd klo hp lu kentang jgn didownload,-6,negative
install gamenya doain bagus teman,0,neutral
game bagus bangeeeettt lupa download honkai permainannya keren banget lakukan menjaga dunia honkai,-5,negative
kecewa rek ramah fp rungkad sisa guarenti gw tau dipermudah fullset gacha gw diampasin kali,-6,negative
sumpah gamenya bagus penganti genshin impact suppotapi mohon maaf admin masuk mendownload data gb download dipilih pilih game moba aov ff pubg pengguna wifi nyaman betah memainkan game,-2,negative
kemaren download gb update disuruh download lgi gb,-2,negative
tama ucapkan puji syukur tuhan menyertai berkat anugrah yg terimakasih kasih kepala desa yg mensuport acara hajatan kepling yg senantiasa menjaga satpam komplek yg menhaga komplek,16,positive
gila ngeri grafis mantap kecewa download size gede,0,neutral
gamenya bagus banget sayangnya hp ngelag,-3,negative
dicoba main game besarsemoga mantap dimainkan,9,positive
game anjing gk ni bangsat gk bikin game yg bagus mendingan main onet game taik gini download nyesel pokoknyajangan download gk ngabisin kuota aja anjing pokoknya download,-26,negative
pakai akun mihoyo ilang char gw mainmales dah ngulang kejadian gitu udah kali ilang akun udah ditautkan,-12,negative
udh bagus tapj kurangi ngeleg,-2,negative
anjir rugi bgt gw download mb game suruh download inget yg make mobile cok yg ngabisin kuotanya mb gb banget anjing udah gameplay anime grafik rada burik gede ampun dasar yg anjing bgt,-16,negative
gamenya bagus honkai impact gamplay wkwk,-2,negative
game aneh update langsung ilang akun udah seneng banget update pas habis update akun ilang game apasih sampe kayak gini ngumpulin duit game tuh gampang crystal udah developer aneh habis update akun ulang aneh nih game,3,positive
komplain game honkai bermasalah perangkat super kentang gamenya sekian,3,positive
akun yg dlu jd reset pke akun google dri dlu pas cba donwload lg eh dri lg,3,positive
gudd tambahin fitur gamepadnya dev enak mainnya merk terios x,1,positive
game bagus size gk bagus,-1,negative
perbaiki dii co op cari,-3,negative
bagus grafiknya ok permainnannys lumayan seru,1,positive
abis ndownload gb trus suruh memperbarui apknya ngulangi ndownload gb ancur paketan gua,-6,negative
main g masuk game,-1,negative
game anjing game ter goblok mb download pas update mb data abis update gb waras goblok penipuan berotak mb gb game parah,-15,negative
fitur megang valk hercherrs hilangin tambahin fitur biar megang megang valk hercherrs pegang nggak bereaksi ai channnnnn mei senpai kasih kostume wedding lahhhh pleassee,-5,negative
mihoyo sponsorin manca gk tau milyhya upload please honkai impact download gara gara honkai sponsor milyhya hapus kalo gk sponsorin manca,-16,negative
main hi hi tersendiri hati gw hi nemenin gw corona sampe,5,positive
wahh honkai snack terimakasih aichankupikir nggak dpt semoga anniversary dpat terimakasih berkesan untukku,8,positive
bagus gaem ukuran,-2,negative
udh akun ko pas download ngulang praturan,3,positive
udah download data update versi download lgi datanya,-3,negative
keren games ade udah maen,3,positive
oke cuman perbaiki lag nyasaya terganggu lagoke semoga update besarbesar mb mihoyo,2,positive
aaaaamakasih tim cs honkai akun game terbaik yg mainin plg asik ｙｙ,5,positive
bagus game mode coop hilang wkwk,-1,negative
game enak banget sumpah mainan hapus ganti honkai impact langsung tergila gila mainin mulu,1,positive
tolong server maintenance kali,1,positive
bermain menemukan one piece raja bajak lautt zehahahha menemukan one piece oryaaaa,0,neutral
iseng iseng baca komen kalianemang bener anak playstore kebanyakan tolol dongohpnya yg kuatgamenya salahinduh goblog goblog,-8,negative
mohon maaf dev honkai impact versi pc android berbeda memainkan honkai impact pc akun android data terulang mohon ditindak lanjuti,-8,negative
maen gimana ni anjir abis download nyetuck kamprett,0,neutral
main game honkai impact seru banget sumpah main sebulan dah uinstal storage hp gk kuat main game update butuh file yg uinstal maaf mihoyo gk main game honkai ucapkan selamat aniversery honkai impact yg semoga sukses mihoyo mainin game subscribe chanel febrians gaming eh promosi,5,positive
game makan taun dasar anjing udah kuota hilang gk buka klo game tu yg bener anjing dasa game rampok anjingwoy gk usaha dowlood nyesel lo downlod game,-19,negative
maksudnya apadi suruh update np susah,-6,negative
game terbagus terkeren semoga kedepannya dihadirkan fitur battle royale friends arena kekurangannya total game mencapai gb online,7,positive
hahaha udh download gede gede verifikasi aset gagal penyimpanan msh kosong gb internal aja download tar nyesel,-12,negative
buang buang kuota download kaga berhenti berhenti game gb download sampe gb kaga kelar kelar,0,neutral
min tolong sediakan pembaruan gacha valkyrja minggunya herrscher void god kiana rilis tertinggal,5,positive
ai chan update masak sehari x update hadehh,0,neutral
yah buatan china males ahgeme buatan china mah guras uang emosi doangcuma mikirin untungan kepuasan pemainsama kaya pemimpin rakussorry gue hapus geme gue korban keserakahan china yg kesekian kali bye,-9,negative
game bagus nikmati bersenangsenang,3,positive
tolonggg dongggg mihoyooooo gua download nunggu anjg gua download ni game ampun jaringan stabil spesifikasi hp rekomended ndak dibukaa dibuka ngulang downloadnyaaaaa tolonggg diperbaikiiiii,-8,negative
gim seru banget pokoknya download gim bagus banget kayak gim plsi gim mobal,-6,negative
semoga ulasan terbaik menggacha hokiberikan kehokianniscaya mainkan,8,positive
game berat lag parah,-3,negative
gedekukira download doank total gblah gb tembushp kentang ni harapan main ni game,2,positive
maaf banget bingung masuk hp nge stuck memperharui pengaturan,-3,negative
najis hero ssr aja susah banget diamond aja susah banget bngst game top mahal banget bngst gue uninstall game aja apahhhhhhhh lihat lihat,15,positive
file gede kalo gk dimainin mh ngabisin kuota ajh taekk auto uninstal lh kecewa doang,-2,negative
sayang udah nubi sok pro kalo pemberitahuan baca goblok udah tau kalo mt sampe jam otak pake ngentot,-10,negative
sry gua uninstall gw download kmprtt trus download daleman udh ngabisin kouta gw gb eh pas besoknya update pas masuk suruh download daleman gb wtf men mksdnya coba gw liat size gamenya pengaturan gb download lg daleman gb jd gb gw saranin yg download nih game liat dlu dah penyimpanan lu,1,positive
hebat review game tercemar tanda seru bejibun goodluck guys,1,positive
gw download apk udah gimana nih,0,neutral
kasih bintang karna kebanyakan yg main jawa anjing yg bodoh orang jawa bodoh malas ah main jawa anjinh,-5,negative
geme lumayan seru dah suka genshin impact maaf geme adek genshin impact maaf kalo salah hasil yg nama yasmin cyan wolf youtube video editor scp kalo gpp iklas dunia salah,-10,negative
dekoletor tolol perbaiki game sdh emosi nahan aja rugi mb lbh kalu game niat dikit np gk niat,-13,negative
ges ayo main inihonkai impack engga pelit buka kota engga mahal terima kasih,6,positive
sabar memainkan honkai part,5,positive
game kereenn sekelas game pc,4,positive
sebelumya ucapkan maaf login logo mihoyo tolong admin gimana penyelesaiannya,0,neutral
hp ram gb aj kuat yg ram gb keatas berani sampah bang²,-5,negative
game ngentotbagus banget game anjink gue suka banget game kontolkarena yae sikimaknya anjenkop banget yg darkboldngentod asu,11,positive
tolong perbaiki login akun fbgoogle akun ad tolong perbaiki,2,positive
anjay fix min bahasa indo ngacok parah plus subtile kecepetan gimana nikmatin story anjir b inggris gpp subtilenya kecepetan kasih jedah kek anjay,-17,negative
nyoba donlod game gb anjng awokawokawoka gpp nyoba kasih bintang baikv,3,positive
bagus kalo menguduh filenya basar hp lemot,-7,negative
bagus banget cerita ama grafiknya mihooyo best pokoknya,-6,negative
w hapus nih game stiap pembaruan kaya donwload ulang tolol,-2,negative
gacha ampas hati kecewa gk pp gameplay bagus ama w dapet yae sakura iyh bro w new bie,-3,negative
mimin hp opo ram gb masuk nggk yah,-3,negative
coba download game dasar lo game burik butut semoga download,0,neutral
oke trimakasih respon,8,positive
habis kehilangan hp membeli hp akun buka yg lakukan tolong bantuanya suda main,-4,negative
min dah download filenya pas dah selesai download eror gmn,-9,negative
hhcdeubendjdjxdn suka ff mabar bang jali versi terbaru orang mabar beugdshzbskanv hr manager pt hm sampoerna agro lestari show gif lucu animasi bergerak lucu banget bikin ngakak dunia orang mabar beugdshzbskanv hr manager pt hm sampoerna agro lestari show dijadikan budak nafsu cerita anak beli kenal ama mama akun,23,positive
ccg kebesaran wajib download kasian hp muat,-1,negative
terimakasih mihoyo menanggapi sukses,6,positive
gg anjir game yg bikin gw kesel tampilan unduhnya bikin pusing trus kalo tinggal unduh besok,-10,negative
yaelah lepas donwload masuk game suruh donwload data ngselin tau pikirin yg hp kentang admin tolong,-11,negative
gua pas download pas menginstal ngga menginstal mendownload ulah,-2,negative
semoga game dunia terkenal,6,positive
bgst udah donwload kapasang udah pas memorigw gb bangsat anjing,-6,negative
maaf pas download pake latest version magsud gimana bingung,2,positive
game udah perfecttapi update memperbarui pengaturan kasihan kuota gw,1,positive
ngabisin kouta doang anjing udah selesai download info aplikasi download disiruh coba lgi meres kouta gue mh,-12,negative
dowlond hp gw nge dowlod sebentar aja kesel ah,-6,negative
masuk sinya bagus game tololl jancox,-3,negative
seru bener dwonload game hapus pliis,1,positive
oi devloper nih game nge stuck liading mulu gua udah dwonload gb masalan game cuman lihat isi loading aja nih niat game nggak,3,positive
kebayakan donwload iistal aja udah gb dowload lg gb habisin kuota aja,0,neutral
dasar game g game ny download lg dasa g nyesel download game,1,positive
game buruk boong game bagus banget grafik hd pokoknya mantap deh,-4,negative
dimainin ngak kena cuman wananya abu abu download ngak kena login ngak kena,-7,negative
dear admingame master developer game mod texture sejenisnya akun hi terkena banned mohon jawabannya,4,positive
mohon honkai impact turunin gb gb gb hape kentang mohon turunin gb please turunin kasih bintang,-2,negative
bahh vakum pas gua masuk ngegacha valkriye valkriye incar terimakasih herrscher void aowkaowkaowk,-1,negative
tolong donk kalo sertain download play store langsung full aj,4,positive
nge cek akun pus kalo bintang cap orang tua kalo kagak hotel bintang,-10,negative
semoga event kedepnya bersahabat reward xtal,2,positive
game udh update suruh update game klo update mb mah gpp sampe gb kang rasaa,2,positive
kasih kerena pas pendowlotan data eror penyimpanan kosong,-7,negative
main ngga namanya gacha hoki auto pensi,-2,negative
download data mahal developer honkai tolong kurangi download data,-4,negative
data honkai impact gwe skarang sampe gb yak kyak gensin impact,-3,negative
mihoyo tautkan akun google play facebook akun menghilang,-3,negative
mendownload honkai impac play store notif resmi hahaha lucu,3,positive
terimakasih hi membrikan kesempat belar arti persahabatan karna game memiliki arti hidup,12,positive
bagus baju perangnya untung gua kasih tau bang kevin viano channel yt vianogaming,-4,negative
parah nih versi kali x rate weapon banner jgn persulit,-5,negative
yah game bug gua tap login gk kerespon padal dah sultan goblok tololll developer bego,-9,negative
download disurih download ntah brapa ribu persen maen nunggu download aja,7,positive
game burik pake download data buriiiiiiiiik juma grafik yng hd burik,-1,negative
gudd tambahin fitur gamepadnya dev enak mainnya merk terios x,1,positive
story ciamik gameplay yg asik moga kiana bahagia,8,positive
kaga tau penyimpanan spek hp kentang² pas main force close nyesel gua mainnya,-11,negative
akun update hilang gimana mihoyo,-1,negative
download data tolong percepat,-2,negative
tolong fitur pvp biar seru mainya min,-1,negative
online lawan player kyk gue klw ntar due kasih bintang,-2,negative
gem dah berat banget asli pdhal gua dah pake realme anjay realmeini beneran serius gua boong bert banget sumpah,-19,negative
sumpah ni apk lemot banget download data mb gb sumpah mending download gem,-8,negative
udh game sampah memori ampun game kontol,-7,negative
game burik main udah pencet,0,neutral
well dibandingkan update kemarin star kasih bug,1,positive
kapasitas yg pke smp gb downloadnya bngt beli pke daun game busuk gtu,-1,negative
hai ai knapa bis update mesti download lgi yg ngeluh,-4,negative
bagus amenya tolong abri main harivudh update,-1,negative
peringatanyang lag loading black screen game spek hp kuat main game tolol download game check hp lu liat spek kuat ni game download ni game hp kentang game grafiknya bagus voice karakter mantap efek skill keren jernih hp kentang kuat main ep ep aja main ludo orang orang bego ngasih bintang baca babi,16,positive
good job love honkai inpact gk nyesel download seharian download,2,positive
makasih sudh membolehkan bermain game ganas makasih mama,9,positive
yg banting hpnya beli gih yg,-3,negative
knp main nih game asli hack slash terbaik kritika imo,5,positive
remembrance sigil pake tetep gk muncul signets yg pilih,-4,negative
kasih bintang bagus oh anime game mempromosikan biar main,2,positive
main langsung seneng seru bgt deh hp kentangㆁωㆁ,7,positive
tolol balikin akun akupadahal udh kaitkan akun facebook ko hilang login quis ngk plissss,-6,negative
diharuskan update google tpi gk tombol update mabok,-4,negative
download ulang kali aja dapet reward unk comeback player ehhhhh papa,1,positive
並外れた semoga selajutnya player berlevel rendah dimudah mengumpulkan materi fragmen karakter thanks mihoyo,5,positive
tolong karakternya cewek kasih tambahan karakter cowok,7,positive
halo perkenalkan nama adelia suka geme loading percepat mohon,3,positive
kecewa kecewa honkai gw dah download disuruh download memory gw penuh ampe ngelag,-5,negative
e klo rmh kg qt mo doi pa ci santy memenuhi sukai orang yg jogja aja google,-10,negative
main rilis sampe thn fakum main lgi tpi akun hilang,2,positive
jembut kaali cekcong game unduh unduh lahhh asu,2,positive
games mantap dah main blm dapet kendala yg mantul pokok mah,4,positive
udh download tp g mainin gmana yg bikin gamengabisin kuota aja njing puck,-3,negative
dowload nanya ngundh bolak ydta beak mas,-1,negative
gacha dimurahin crystal dapetnya emg mudah kelama lamaan susah,-1,negative
dear mihoyo kalo cerita sad ending mulu jirr berilah kebahagiaan playermu,1,positive
mohon penyimpanan file gamenya optimalkan bwang kasian hp gua nangis njir,-14,negative
game bangus game ter inspirasi ghensin impack,1,positive
produk kerajinan anyaman memiliki daya tarik berbedabeda memiliki ciri khas mengenal daerah tanah air benda kerajinannya daerah terkenal anyaman rotan,18,positive
tambahain karakter lakilakinya biar otaku perempuan senang mainin permainan honkai impact,-3,negative
bikin honkai impact suport stik geampad biar seru mainnya,-2,negative
tolong gacha rate tingkatkan,1,positive
bagus karakter gimana gitu develover arigato onechan,-2,negative
mohon tolong game grafik dikurangin karna hp diram gb ngelek²,3,positive
aduh update masuk akun ribet kayak genshin,-12,negative
kasih bintang download semoga gamenya menghibur,1,positive
ane gk verifikasi nomor hp udah bener nomor hp gk kluar kluar code verifikasinya napa yah,0,neutral
moga aja colab honkai impact x anime date live bagus banget asli moga aja kabar,7,positive
gemz matap banget sampe berhenti main makasih untung mamah intall gemz terama kasih mamah,0,neutral
gajelas sinyal bagus hp bagus dc dc parah ni game,-7,negative
nunggu loading abad kaya yg balas chet,-1,negative
update kayak install app apaapaan auto uninstall game,-1,negative
mihoyooo permudah dapetin diamond kuantitas yg donggg akun gw dah vakum hilang tmen ulang,-4,negative
kalo bida download playstore aja gb gitu jan didalem ribet lu pikir kgk bosen njing liatin vidio putar ulang,-11,negative
main si bagus lauding ny bet dahsampai tidur dah,-5,negative
game android smartphone android murah berkualitas facebook mengakses internet gratis kartu telkomsel flash unlimited money,12,positive
maaf akun reset login pakai akun hoyoferse tolong bantu,-1,negative
login gini ngalamin emosi,-1,negative
akun yg pake gmail gbs login jd males main lg,-6,negative
kasih bintang duluh deh masuk game butuh bad susah masuk gamenya maafya,-15,negative
saran aja pengisian staminanya percepat aja misi open world usahakan senin kamis sabtu oke sisa,-4,negative
misi admin ak udah akun dsini oake gmail ilang ngulang dri lvl,-5,negative
mohon maaf lancang mohon tolong sediakan link unbind google play fb yg terkait,-8,negative
game bagus bnget plss event terbaru boleharigato,4,positive
bagus bagus kalo karakter lakilaki,-4,negative
tambahin diff er mudah,3,positive
hai company mihoyo suka game mohon ditingkatkan,7,positive
game bagus hp mendukung hehe,0,neutral
hey mihoyo akun akun mengulang akun hi google play udah level udah membela hp nge prem level sapai level,1,positive
napa stuck loading babi update bukanya lancar bikin rugi anjing,-13,negative
game yabagus buruan downloat udah gikidoang,3,positive
tolong permudah battlesuit senjatanya kasih diskon gachanya yg main orang kaya,4,positive
gini sobs klo update hapus honkai gua pas update masuk web hps ulang update,-6,negative
memperbarui pengaturan diulang mulu ampe habis baterai,-2,negative
saranin hp yg gabisa ganshin mening download aja rugi aslian,-4,negative
udah mending bugnya ilang trus perbaiki gamenya ai chan,-6,negative
oi aichan mihoyo update nggress lobby tekanan layar masuk game,-4,negative
masuk pas tulisan mihoyo langsung stak,3,positive
yg hpnya kentang mending main pclaptop aja gk maksain hp,0,neutral
download udah seratus gimana si,0,neutral
ai chan game bagus banget lanjutkan kerja kerasnya ai chan,4,positive
tau rating gw yg gamenya mengecewakan,-7,negative
game taiii suruh download gb lagigilaaa lu ndroo blm tenti game enak maenin,3,positive
gb gb kouta gw habis download data game,-1,negative
gw main melewati hp kentang,3,positive
terbaek sayangnya maen genshin impact,1,positive
gamenya bagus tpi tolong kecilin mb aja makasih,4,positive
unduh aset standarnya unduh aset hd,0,neutral
w tolong data download terpisah biar download file yg aj w maen dri si wlo download full gb skrng gb babi klo sinyal ilang dikit ngulang ngotak fitur old player w dah gajarang kepake bikin beban memori aj palagi cg gc gerak aj boros memori ngentod kali dengerin keluhan player biar ttp rame,-34,negative
maaf developer mao nanya maen game kuota yg tersedot,1,positive
mihoyo menghapus genshin impact playstore gw cari yah,-7,negative
game seksi dowload wibu keren,-1,negative
seru si game seru genshin impact honkai impact heee,2,positive
game bgst gw download sampe suruh download ulang ajg,0,neutral
sizenya gede dowload slalu gggal mrntok apk penug pdhl msh bnyk ram ahelah onlinr,0,neutral
download data sampe mampus ulang trus ngk deh dahlah malas yg jgn download buang data,-21,negative
deplover karakter lobby gk pencet kesel mulut gk bergerak ah kecewa gw,-8,negative
mihoyo tollong perbaiki rambut durandal kaku trimakasih,4,positive
game dah instal eh kuata jebolll harapkan taujangan instal game,1,positive
gem jelek instal instal,-5,negative
mohon bantuannya akun kaitkan akun dgn akun yg akun tolong yah ai chan dibales plz,-2,negative
download sampe seratus persen tp kena reset download anking,-1,negative
monoh pengembangab grafik berfarian hp kentang ngelag,0,neutral
game termantap w mainin asli seru nih game gamenya wibu semangat mihoyo adain event menarik w pensi ml gara nih game game terfavorit best,7,positive
pokok geme bagus bat grafik jir mantap ike ike kimoci,0,neutral
udah download gb download gb didalem parah,-5,negative
dasarr game dekompresi eror nihh tolong dongg udah ngabisin kuota banyaakk nihhh rugii,-6,negative
download pas kalo dah cepat kasih bintang,1,positive
game loding download data gb matamu udah nyedot data nyampe gb,-4,negative
game ukuran update gede banyet kalo hp mendingan main mobile legen aja,0,neutral
kak tolong diperbaiki soaalnya ngedoloaad udah balikan,1,positive
bedanya honkai impact honkai impact rd device ppro smoth,0,neutral
tolong hoyolovres terusterusan update pliss memorry penuh,1,positive
masuk game nyampe jam tungguin mama ngomel,-1,negative
game pengganti genshin gw suka semoga ni game kembangkan makasih,10,positive
mohon maaf pas loding muncul bacaan error game memakai jaringan wifi bagus bagus aja tolong perbaiki,-6,negative
kak download gb dengar teman mohon kak,2,positive
ngerti ajg udh donlod belasan gb udh hrs donlod asw gensin impact aja gb udh selesai,-1,negative
senang bermain game milik mihoyo senang berharap kedepannya semaik,6,positive
bangke uninstall roblox pas mainin nonton anime doang bangke,1,positive
terbaik tolong gachanya permudah,6,positive
bagus banget waifu memainkan menerus sampai² hp mengeluarkan asap hitam pekat lecet minus jual aja k nego bensyin,-10,negative
downloadnya bikin lamaplease dikemudian update download kali nggak bikin,-2,negative
bagus banget hpku samsung lancar jaya,5,positive
please server eu diadain indonesia mobile main akun server eu,-3,negative
saran pas gacha dapet class lev enak mah susah,2,positive
bagus si grafik ram hp gw muat,-2,negative
parah gede bgt ampe udh gua hapus game parah tolong perbaikin game pc,-11,negative
mantap dah ganti hp maen enak banget,7,positive
hey developer bangsat update internet ngga stabil dikit ulang fix aja update bangsat,-12,negative
mohon game peringanan orang memiliki hp kelas,-1,negative
kasih bintang kalo bagus tambahin bintangnya download,-1,negative
hai hai tikagame bagus tolong,5,positive
game grafik dewa open world cerita nggak mbosenin,-5,negative
idk perpindahan studio hoyoverse akun gw hilang,-4,negative
game seru fitur menarik gacha bikin kesel,-3,negative
maaf bintang coba bermain klo udh mainin kasih bintang,-1,negative
bagus gamenya gk bosenin valkerynya cewe tambahin valkery cowo min,-2,negative
tolong abdet penyimpanan dikurangin donk biar ndak hapus apk,-7,negative
woooiii tambahin char cowo yg main wibu nih biji game bagus char hode,0,neutral
honkai overall genshin gachawishing,0,neutral
hai yg pebanyak fitur yg keren admin aja deh terimakasihv,4,positive
game dianjurkan banget orang² rebahannolep v,3,positive
game bagus lumayan player fp,-1,negative
gim merusak pikiran karakternya berpayudara anak mastrubasi bermain gim hp sita mengamuk membanting piring rumah semoga plai stur menyensor gim,-8,negative
gw nyerah dah dibanding genshin susah nyari gems anjirr gk sebanding ngegacha,-11,negative
senang kesalahan perbaiki,-4,negative
game bagus mudah valkry,3,positive
porepah game nice joss kalo adain battle player biar joss,4,positive
sayaaa sukaa keren mantapgitu aja arigato gozaimasu,1,positive
game bagus spin wangy wangy,0,neutral
waifu hilang udah bener akun gitu syukurlah waifu gg,1,positive
tolong min link gk tolong kirim link gmail terima kasih,7,positive
game wajibkan bermain game aseekk wow,4,positive
edan download gb pas didalem download gb waras lu dev,-1,negative
game keren kalo hp bagus woaksoak game emang bagus,0,neutral
login pakek gogele sandi bener login,2,positive
kecewa menghapus game yg hp masuk,-5,negative
mantul banget pokoknya gk nyesel download game,-5,negative
donload game pas donload mb pas main gb gila,6,positive
astaga download ddata gb udah tinggal resource file suruh download ulang gila ni game,-5,negative
mihoyo bercanda update terbaru download data ulang game rusak,-2,negative
game si anjeg gacha drop ratenya karuan serunya dimana game seksi seksian doang gtu asu fun aja ngga game rate,-1,negative
bagus pengganti genshin impact,-2,negative
permainan masak dowload sumap apis aja ni gem,1,positive
bagus seriusan penyimpanannya gede genshin,-2,negative
keren bertema jepang aink wibu,0,neutral
makasi uda ngasi anak mobile nyoba game serasa game pc,1,positive
menulis ulasan terkagum ulasan orng orng balasbtw ulasan balas mo coba game kali aja sukav,11,positive
game jelek game burik anjing bikin ketagihan mainnya sampe prku kerjakan sampe jam malam main game aduhhhhhh,-7,negative
sistem gacha bagusin k crystal ampas,-7,negative
tolong tuh perbaiki jaringan orng jaringan dh bagus mlh buruk mulu ta,-10,negative
hp spek dibawah ram gausah maksa main upgrade hp dsr misqueen,-9,negative
main misi pasca honkai masuk,-3,negative
malesnya gua download game download data obb bgt buang buang njirr,-10,negative
enak banget main gb mb,2,positive
ngulang habis update akun gua hilang,-4,negative
suruh diwnload lates version versi,-2,negative
seru game nyagrafik mantep kecewa deh,2,positive
tolong game udh gb aja lo update gede gede gk kuat hp gw ajg,3,positive
bagusgame sya sngat suka sagat seru,2,positive
hei mihoyo honkaiku ngebug sfx bgm loby hk mengatasinya,0,neutral
asiyappppp lumayan gacha lohh gila kontol mihotod,-8,negative
kek tai karna udah download ingga ter unduh pas gagal trus habiskan paket,-2,negative
gw suka maen pas ramadhan apalah dayaku ram tt,4,positive
semoga main pensi karna hp kuat bye kiana,-4,negative
instal ni instal tolong instal coba tolong perbaiiki,3,positive
seru alhamdulillah hp lancar poco x,7,positive
kuy kuuuuy kasih kalo bagus kasih kalo jelek kasih v setuju pencet aja,-3,negative
sumpah game bagus banget gk bosenya,1,positive
gamenya bagus pc lancar bermain game genshin impact gamenya bagus,0,neutral
instal lgsung update gk prbarui,0,neutral
tolong turun gb gb minimal gb,-4,negative
bagus game sayangnya valkyrie ngak sentu wkwwkwkkwk,-2,negative
update yg sampe gb,0,neutral
rumit habis download apk disuruh download data pilih grafik download hd suaranya maaf unistal,-13,negative
keren banget game kesukaan genshin impac,3,positive
muncul event spend pertengahan adil udah gacha,-1,negative
gk kalo dikurangi datanya bikin memo penuh,0,neutral
gamenya bagus sayangnya hp sayang kentang,-4,negative
fix dapet diamond butuh hahaha,0,neutral
masuk donwload meperbarui pengaturan mban,-3,negative
ulasan gua dihapus mihoyo lu sukak gw ngulas tolong mihoyo ringankan datanya tolong sampe giga aj datanya,2,positive
aspek heal main event chapter kalia mengulang,-3,negative
masuk game eror game,-3,negative
ngeluh update lu mending gk main serius mihoyo dah berusaha bro lu kalo gk ngabisin kuota lu main pou aj oke good jon mihoyo,-8,negative
downloadnya lemot gtu jam ampean,-5,negative
senang bermain game mamah papah bangga bermain game terimakasih garena,9,positive
mihoyo gamenya uwu banget semoga kedepannya lgi,1,positive
game anjing gw udh download eh gk gajelas nih game wifi gw kenceng,-2,negative
suka game menarik pertarungan,4,positive
blm main cuman tau bagus engga,-6,negative
game favorit game favorit hei hei hei karna rame aja main tolol,0,neutral
min tolong ketemu tim afk mulu kali main ketemu tim afk mulu kalo g afk ketemu epig sy dah mitic tolong min kasi sy tim bagus,-13,negative
ganti device pengorbanan,0,neutral
belu coba vidio kaya game bagus,1,positive
saran rating game stop lootbox sistem perkosa online yg sampah mencari nafkah yg haram kek begal,-12,negative
pas masuk game blank hitam nyesel gue download,-7,negative
pilihan segi tampilan,2,positive
aman slurr login pake akun mihoyo full senyum,1,positive
mihoyo bikin yg size pengen main jonkai,2,positive
seru banget si anjay grafis main main hahaha,-2,negative
game bagus suka ngeluh hp kaliannya yg kentang,-2,negative
maenin game mesti wifi g biar hape iphone standard game honkai impact,-1,negative
pensiun main honkai karna ceritanya dilanjutkan apho,-1,negative
dah kli download ngulang ashu,-3,negative
gamenya menyenangkan andai hp bagus udah unduh tu filenya,1,positive
stiap update makan kouta ampe gb download ulang namnya gileeee,0,neutral
btw ni filenya brap si pleystor berap mb gitu hrus dowload lgi mb versi hd pulk tuhp kentang gua gk kuat cok,-4,negative
cuman mo kasi tau game makan penyimpanan kalo download pikir yaaa adik adik,-6,negative
game laknat main update pengaturan mulu ngabisin loading setann,-2,negative
makan space banget gila udah gitu versi bug sumpah,-1,negative
